reliability_class,reliability_class_label,reliability_score
2,MEDIUM,91.74102758648452
1,LOW,37.2788313733928
2,MEDIUM,88.4034218900977
1,LOW,79.80049145819288
2,MEDIUM,90.06586956377951
1,LOW,21.41840353506353
0,HIGH,95.04082503010348
0,HIGH,99.4635832651622
0,HIGH,96.78724571547586
0,HIGH,96.5467305903212
0,HIGH,98.84653380266244
1,LOW,75.91684923025149
1,LOW,40.86438277790514
1,LOW,53.71464709643732
0,HIGH,99.90574135120906
1,LOW,52.43090052376741
2,MEDIUM,91.7481529642755
1,LOW,62.533688153513744
1,LOW,45.02325966824475
0,HIGH,95.98993101190918
1,LOW,39.65082430488408
2,MEDIUM,89.90720115659366
1,LOW,11.646059597301756
2,MEDIUM,89.57056787370662
1,LOW,75.83809591893242
2,MEDIUM,94.07012463364372
1,LOW,42.732442963452776
0,HIGH,99.34099461939547
0,HIGH,97.27421140170394
2,MEDIUM,94.69169191737592
1,LOW,61.59784352183113
1,LOW,10.671888317326507
1,LOW,59.86933248135652
2,MEDIUM,94.38376247335292
0,HIGH,98.30483377773336
1,LOW,76.36872402334187
1,LOW,20.32981048852637
1,LOW,74.16614722896443
1,LOW,8.746310064896768
2,MEDIUM,88.14928855440478
0,HIGH,98.5067766896771
1,LOW,81.82810243471829
0,HIGH,95.9209312907428
1,LOW,52.79194521748759
2,MEDIUM,90.06110709938486
0,HIGH,96.4831090262932
1,LOW,82.51381504691047
1,LOW,52.68872620492896
1,LOW,69.21734953850492
1,LOW,53.924106073553006
0,HIGH,98.5890777524242
0,HIGH,99.8776737889312
1,LOW,30.38057525072028
1,LOW,33.29094444170857
2,MEDIUM,86.47313588383305
1,LOW,84.92367200459869
1,LOW,46.85603899457933
1,LOW,72.91084579603849
1,LOW,11.369764599341485
2,MEDIUM,93.95307724944718
1,LOW,69.85114295163287
1,LOW,45.51920868362229
2,MEDIUM,92.83483807826916
2,MEDIUM,86.93361405002511
1,LOW,53.868033429799326
1,LOW,12.912049247709644
1,LOW,39.53530536750381
2,MEDIUM,92.0804405426392
2,MEDIUM,89.22539096340067
2,MEDIUM,94.90636042260104
0,HIGH,97.09907640520748
0,HIGH,99.82064759298352
1,LOW,55.669942123605374
0,HIGH,97.755420556996
0,HIGH,95.48683892451
0,HIGH,99.7133971255382
1,LOW,75.55766055747742
1,LOW,72.04082024486493
1,LOW,84.201208706423
0,HIGH,96.16400459949664
1,LOW,12.691159261216152
0,HIGH,99.3889418668739
1,LOW,36.67891059894637
2,MEDIUM,90.67052906119436
1,LOW,77.47650045352879
1,LOW,84.36282289389601
1,LOW,39.94855350999018
1,LOW,19.100128911079796
1,LOW,80.81797813596067
1,LOW,7.938333910605374
2,MEDIUM,91.06910265208494
1,LOW,45.12939880503936
0,HIGH,99.8854142219466
2,MEDIUM,94.62834504917844
2,MEDIUM,87.44880624198002
0,HIGH,96.61237753407448
2,MEDIUM,86.13034168729547
0,HIGH,96.32221485724924
0,HIGH,99.51642723773251
2,MEDIUM,91.7619163213771
1,LOW,35.45414286446632
1,LOW,61.33046286697105
2,MEDIUM,89.15136334746185
0,HIGH,99.8982895161328
1,LOW,75.52191875099435
1,LOW,44.3263197095443
1,LOW,64.2929041211394
1,LOW,32.679292518517535
1,LOW,60.80213678620583
0,HIGH,97.45394525656197
1,LOW,18.48886234438983
1,LOW,18.33638057799979
0,HIGH,99.47774834408378
0,HIGH,99.89795048752616
0,HIGH,98.76879821204294
1,LOW,46.97966276239645
1,LOW,77.55832734220932
1,LOW,81.85129838551273
1,LOW,79.46702643612802
2,MEDIUM,94.0095778444737
1,LOW,81.53113653736277
2,MEDIUM,90.89347548064345
2,MEDIUM,88.60629646931406
1,LOW,36.01087157368919
1,LOW,73.41622363119498
1,LOW,41.137015168715045
1,LOW,57.23072903600293
1,LOW,19.41614997087223
0,HIGH,99.5402619289949
0,HIGH,98.67295052539092
2,MEDIUM,85.43436109362115
1,LOW,63.0529148299178
1,LOW,82.2448360423146
1,LOW,19.509654670678422
2,MEDIUM,89.28951218849669
0,HIGH,99.88799100072902
1,LOW,74.43724596703763
1,LOW,29.06655805573692
0,HIGH,96.1296195706799
2,MEDIUM,90.66883771893372
1,LOW,80.90307927363884
0,HIGH,99.4364691913784
1,LOW,60.35855496216561
1,LOW,47.91386138607858
2,MEDIUM,89.5268740634063
1,LOW,6.654365471999641
2,MEDIUM,94.10618713857237
1,LOW,56.02509467776422
0,HIGH,95.93832952659982
1,LOW,83.35580357226455
2,MEDIUM,91.16137135007294
2,MEDIUM,94.40828033289952
2,MEDIUM,92.77267468233924
2,MEDIUM,88.73363405373806
1,LOW,81.19806164610993
1,LOW,84.64133944909669
1,LOW,51.67021637088691
1,LOW,81.4227062746245
2,MEDIUM,94.75093181628247
1,LOW,28.174653688823525
1,LOW,59.87659060107517
1,LOW,75.56932120557775
2,MEDIUM,91.045844585612
1,LOW,47.35686671573711
0,HIGH,98.05340975576468
2,MEDIUM,89.15409611094157
0,HIGH,97.0572182000675
0,HIGH,98.25923008201814
1,LOW,38.66942642041973
1,LOW,78.24511309530749
0,HIGH,97.35309474769788
1,LOW,18.19742045327897
1,LOW,34.252243901436245
1,LOW,74.05811713668325
2,MEDIUM,91.656795677012
1,LOW,36.39296419017318
2,MEDIUM,94.33654429980824
0,HIGH,99.94942912946632
1,LOW,73.85391486793307
0,HIGH,99.14646548594789
0,HIGH,99.29049947939232
0,HIGH,99.83795765228054
1,LOW,84.93645318809907
2,MEDIUM,91.62006729222534
1,LOW,60.44924660168366
1,LOW,79.38879729427646
1,LOW,66.04446675029277
2,MEDIUM,93.03725078781584
2,MEDIUM,88.48557138353708
0,HIGH,95.14821392917864
0,HIGH,97.9016228429714
1,LOW,76.32834658673954
1,LOW,64.15000721550508
1,LOW,79.05012232027833
0,HIGH,97.13197318204556
2,MEDIUM,90.15849924182764
1,LOW,5.266525332913574
0,HIGH,98.35280483397956
2,MEDIUM,88.2535956060121
0,HIGH,99.3698101210132
1,LOW,38.2998993752615
2,MEDIUM,91.28878991243847
1,LOW,18.88456565623676
2,MEDIUM,94.9590811939054
1,LOW,78.71296254904829
1,LOW,62.13215126205422
2,MEDIUM,94.42136185093196
2,MEDIUM,85.63877973349433
1,LOW,38.5270739239524
0,HIGH,95.23381928459256
1,LOW,10.054439068840662
2,MEDIUM,92.96395964616596
1,LOW,68.28164643190846
1,LOW,24.61281584648032
2,MEDIUM,94.18173359692511
2,MEDIUM,94.47354641279736
1,LOW,81.63396561288265
2,MEDIUM,88.0913445631849
2,MEDIUM,87.5408571119266
1,LOW,55.086545421449614
2,MEDIUM,89.60570108918667
1,LOW,76.51710839172769
1,LOW,56.92999242291119
1,LOW,80.58918532595578
2,MEDIUM,94.82421875
0,HIGH,99.52921753793436
1,LOW,81.76645761712393
2,MEDIUM,89.74085868426457
0,HIGH,95.1676283680588
1,LOW,67.72675176366839
1,LOW,79.17533135105826
1,LOW,45.6968985230932
2,MEDIUM,90.23870412051524
1,LOW,57.85470304826063
2,MEDIUM,86.49512021254687
1,LOW,32.28891867219387
1,LOW,83.94601810975418
1,LOW,69.61682720843811
1,LOW,53.69270851860762
1,LOW,19.412637238794165
0,HIGH,96.13535882190956
0,HIGH,98.21163516709169
1,LOW,83.9770911981312
0,HIGH,98.38588955961484
1,LOW,79.36093964134594
2,MEDIUM,94.99786974007944
0,HIGH,99.65655583115442
2,MEDIUM,92.51246189950952
0,HIGH,98.40294720464208
1,LOW,59.57381220605175
1,LOW,24.98917697938793
0,HIGH,99.80571737085783
2,MEDIUM,93.40150832288502
1,LOW,80.26291917240819
2,MEDIUM,89.07404162871127
2,MEDIUM,91.5318756871124
1,LOW,50.2817419626677
2,MEDIUM,88.37501216273002
1,LOW,19.601297210905848
0,HIGH,99.6968791705016
0,HIGH,99.0638410928946
1,LOW,80.5654684629051
1,LOW,63.48344820987296
0,HIGH,99.82649667390952
0,HIGH,95.84362434197466
0,HIGH,98.544752839423
0,HIGH,95.65763152182232
0,HIGH,96.14457875411834
1,LOW,52.08947383310261
1,LOW,35.93419783827971
2,MEDIUM,88.84337289200916
0,HIGH,95.9631835384333
0,HIGH,99.9081772070722
2,MEDIUM,87.04077203111964
1,LOW,77.58406316482235
1,LOW,60.39115844918963
1,LOW,17.85607687824584
0,HIGH,99.75863635895564
2,MEDIUM,87.901524019635
0,HIGH,99.7525734118692
1,LOW,14.54537180728542
0,HIGH,95.5756288570781
0,HIGH,98.98697568157309
1,LOW,77.2207851938754
0,HIGH,96.25044986097645
2,MEDIUM,94.6173301099672
1,LOW,77.15193563587434
1,LOW,71.44658913104689
0,HIGH,99.92819533507958
2,MEDIUM,87.20307003455537
1,LOW,13.60433724676096
0,HIGH,97.7413269506614
2,MEDIUM,87.86155470194873
2,MEDIUM,94.1594191413826
1,LOW,14.16891980748815
1,LOW,21.90119899362797
1,LOW,61.74107282054048
2,MEDIUM,92.01225001618148
0,HIGH,99.92997899362037
0,HIGH,99.12461480027758
0,HIGH,95.0427807126619
2,MEDIUM,92.05924064853708
1,LOW,42.14629161149921
2,MEDIUM,93.78324253141412
0,HIGH,99.82771254296622
2,MEDIUM,88.5017886114142
2,MEDIUM,88.47417841740523
0,HIGH,98.0571156507884
1,LOW,81.84922737926163
0,HIGH,99.9603743075172
1,LOW,57.03982090134887
1,LOW,82.68165268926651
1,LOW,69.3172131755273
2,MEDIUM,87.00964309067722
1,LOW,78.35738670526761
2,MEDIUM,86.6003766878652
1,LOW,16.279418459754037
0,HIGH,99.80890552099996
0,HIGH,98.16332617569496
1,LOW,45.592774021814016
2,MEDIUM,88.60020394510505
2,MEDIUM,94.725383222717
1,LOW,79.9679944774134
2,MEDIUM,87.38271653056273
1,LOW,17.508048171307255
1,LOW,77.80676597741952
1,LOW,80.54032694069198
0,HIGH,96.14392848478457
1,LOW,12.56973688560138
2,MEDIUM,92.8138234312442
2,MEDIUM,88.32567356777658
0,HIGH,98.03929139898872
2,MEDIUM,85.65183097112863
0,HIGH,99.91788798845896
1,LOW,41.153890599458215
1,LOW,71.12866022352695
0,HIGH,98.94268318721234
0,HIGH,97.7470275063662
1,LOW,67.473481863988
1,LOW,9.138639466266008
1,LOW,58.19251122621743
0,HIGH,98.13716252035674
0,HIGH,98.51231529493518
1,LOW,46.05662017126096
0,HIGH,96.98863753085062
0,HIGH,99.0139493047368
2,MEDIUM,88.74845026547369
1,LOW,27.233179052210005
1,LOW,5.922425804458363
1,LOW,59.32166917885132
1,LOW,80.71951190694743
1,LOW,16.60817726509626
1,LOW,20.094445975024463
0,HIGH,97.38528337879072
0,HIGH,99.83336488555776
1,LOW,6.736054534421047
1,LOW,75.88447422252494
1,LOW,19.135106283444784
1,LOW,81.39459718367435
2,MEDIUM,93.42344508657716
1,LOW,39.220489204655465
0,HIGH,95.48431598164775
0,HIGH,95.45945197976364
1,LOW,60.89163747034176
0,HIGH,99.87205327584267
2,MEDIUM,85.15098984598828
2,MEDIUM,89.40103149446546
1,LOW,73.63047124759035
1,LOW,82.39333938457246
1,LOW,84.69664578125196
1,LOW,71.91769398506361
0,HIGH,95.01915853037885
1,LOW,38.21452709052467
2,MEDIUM,94.44214161894718
2,MEDIUM,93.88709814882458
1,LOW,76.32615649679468
0,HIGH,95.74123100706522
2,MEDIUM,90.40848511912384
0,HIGH,96.84416481405496
1,LOW,79.72675312622364
1,LOW,13.242898823026966
1,LOW,18.55881127707525
1,LOW,81.33214867916733
1,LOW,18.700747251661856
1,LOW,35.98648350892616
1,LOW,76.15970419167607
1,LOW,9.479245155648297
1,LOW,50.21600554944085
2,MEDIUM,87.61085970003519
1,LOW,42.71129759643655
1,LOW,57.87815392240023
0,HIGH,95.93792313360233
2,MEDIUM,88.96321517039236
1,LOW,9.856201278673955
1,LOW,56.23704497411285
0,HIGH,97.59586931481672
1,LOW,84.17032842991239
0,HIGH,99.88430025696616
0,HIGH,97.63430414459016
2,MEDIUM,89.92576769003252
0,HIGH,96.47208523618131
2,MEDIUM,92.42746514596786
2,MEDIUM,92.59345380499178
0,HIGH,99.06768104507054
0,HIGH,98.80955800669624
1,LOW,68.65642039443236
1,LOW,82.17747160223959
2,MEDIUM,94.18779616165143
1,LOW,42.504379508918845
2,MEDIUM,87.53210609922783
0,HIGH,99.55769953709448
2,MEDIUM,89.5365143487725
1,LOW,44.586672771692925
0,HIGH,99.41220912877328
2,MEDIUM,93.39532231769864
1,LOW,7.912016181240478
1,LOW,75.46245198079603
0,HIGH,98.98208696562054
2,MEDIUM,86.70316944471719
2,MEDIUM,90.86747206825994
2,MEDIUM,85.27980153173641
1,LOW,76.12635665396391
0,HIGH,99.31817691036612
2,MEDIUM,87.80250275471643
1,LOW,19.20623260927768
1,LOW,58.43214793171699
2,MEDIUM,85.20051256092027
0,HIGH,98.48773968200972
2,MEDIUM,93.64863808731316
2,MEDIUM,90.06961747112308
1,LOW,65.85169699170449
2,MEDIUM,89.01156738455217
2,MEDIUM,89.21048136769171
2,MEDIUM,85.1608051023731
1,LOW,44.739931730752375
0,HIGH,98.77121752376446
2,MEDIUM,89.09480089197163
1,LOW,42.32090253786331
1,LOW,6.903315842771001
1,LOW,17.388768179025252
2,MEDIUM,92.62388248760874
1,LOW,16.845434029408366
2,MEDIUM,94.921875
2,MEDIUM,88.74775654798125
0,HIGH,96.01781657343344
0,HIGH,97.29837177169148
2,MEDIUM,91.4869686798668
1,LOW,19.397362058289985
0,HIGH,98.87536832286908
1,LOW,63.96640629067528
1,LOW,34.4718579574631
0,HIGH,97.35402865186806
1,LOW,81.02370716918081
1,LOW,6.37190641235524
1,LOW,26.920360007734605
1,LOW,78.87300795271187
1,LOW,28.200813725821416
2,MEDIUM,94.27687801804112
0,HIGH,98.11002862466005
1,LOW,51.285418228440406
1,LOW,28.380650228918096
1,LOW,44.37126315629431
1,LOW,68.72903698215217
1,LOW,27.80781404416931
0,HIGH,99.91338316386722
1,LOW,71.61386432066247
0,HIGH,99.78012767038511
0,HIGH,95.02874859323346
1,LOW,39.63419823144315
1,LOW,63.77361066578491
2,MEDIUM,88.7327347691072
1,LOW,80.97262923428121
2,MEDIUM,86.39045135297287
1,LOW,45.74597261860957
1,LOW,58.263283681352696
1,LOW,39.84794285330402
1,LOW,65.34426998887268
1,LOW,41.12818174713947
0,HIGH,98.95908481744117
2,MEDIUM,91.742199059777
2,MEDIUM,90.61592279822132
1,LOW,47.61430894862456
1,LOW,81.33990135986228
2,MEDIUM,92.19202636808971
1,LOW,15.906928284762618
2,MEDIUM,86.75729924773317
2,MEDIUM,88.18044078190101
0,HIGH,97.60876520812576
1,LOW,53.776916829583584
1,LOW,60.87106066616037
0,HIGH,98.35380645494888
1,LOW,16.637197398470047
0,HIGH,97.06707922844912
1,LOW,59.71007163639639
1,LOW,70.05668476604326
1,LOW,63.75852064198887
1,LOW,9.586336217846446
2,MEDIUM,87.4097321629257
1,LOW,78.43281437956288
1,LOW,78.07096413637706
2,MEDIUM,90.80530199885423
0,HIGH,99.49601080586156
0,HIGH,96.8468625952806
2,MEDIUM,93.06867724892145
2,MEDIUM,93.41100438103416
1,LOW,34.20189884271339
1,LOW,75.55350068138753
1,LOW,37.28285804148207
1,LOW,48.03814231608593
1,LOW,68.85134060377615
1,LOW,41.35230270910281
0,HIGH,99.93310621666112
1,LOW,84.1323330886191
2,MEDIUM,88.07286245264831
1,LOW,19.04198746497475
2,MEDIUM,91.08778449531188
1,LOW,83.32895957974453
1,LOW,17.76761539543527
1,LOW,33.830014188507015
0,HIGH,99.45888030499634
1,LOW,77.14295235000387
2,MEDIUM,92.6570200826073
0,HIGH,96.00332770730824
2,MEDIUM,91.04341066874446
2,MEDIUM,86.48513088592236
2,MEDIUM,91.06449503988068
1,LOW,82.05385794249537
1,LOW,61.17076779322335
0,HIGH,99.64109970887328
2,MEDIUM,93.6529082183248
0,HIGH,99.8588924565198
2,MEDIUM,94.20496476588994
1,LOW,22.19835282804455
0,HIGH,97.4256001320232
1,LOW,46.53371826520916
1,LOW,56.58479572459186
1,LOW,14.288100066349068
1,LOW,68.77004099087371
0,HIGH,99.10535374883116
1,LOW,81.01511641960411
1,LOW,37.455328912973165
1,LOW,63.17262589596297
1,LOW,55.6371395815805
2,MEDIUM,88.22127730463838
1,LOW,63.13668560608644
0,HIGH,97.9894954512844
1,LOW,12.519102095604776
0,HIGH,95.5543068108913
2,MEDIUM,88.18403985583262
1,LOW,74.83011914920536
1,LOW,5.367999196099519
0,HIGH,97.0090004930818
1,LOW,57.7153719832574
1,LOW,83.80981345628548
2,MEDIUM,87.48166457849031
1,LOW,84.36984504839357
2,MEDIUM,87.5740223158154
1,LOW,59.55411778136613
1,LOW,14.937027157016775
1,LOW,40.15550858104723
1,LOW,34.90343542713652
2,MEDIUM,90.47554099382111
0,HIGH,99.03809199091856
1,LOW,76.4642672739031
0,HIGH,98.78031816655316
1,LOW,59.54466136918928
1,LOW,76.44173547439141
1,LOW,49.67419047441467
1,LOW,43.84646305705918
1,LOW,76.99698038430974
1,LOW,81.7796297026651
0,HIGH,99.61408620816948
0,HIGH,99.4408678015346
0,HIGH,95.20269793801354
1,LOW,18.27516535715059
1,LOW,64.3627983729735
1,LOW,75.22358941935019
1,LOW,83.92482869392009
1,LOW,38.38826769928795
0,HIGH,98.64957654255574
1,LOW,66.4161405387478
1,LOW,30.54805369376114
1,LOW,79.38327090709106
1,LOW,33.431532486548704
1,LOW,72.16796148897842
1,LOW,70.73566988271934
1,LOW,58.574727199392655
1,LOW,66.49831592601787
2,MEDIUM,88.06672899443127
1,LOW,71.69064075700933
0,HIGH,99.74538460157034
2,MEDIUM,91.71037150142674
0,HIGH,99.35212798057944
0,HIGH,99.71251958019865
2,MEDIUM,93.5453962457632
1,LOW,5.81011013281774
0,HIGH,99.96039284886868
1,LOW,4.409867637676259
1,LOW,55.593167089804
1,LOW,27.105522566860003
2,MEDIUM,89.17610412282953
1,LOW,80.01418259261712
1,LOW,83.18430368504896
1,LOW,84.0408410188724
1,LOW,72.47431944182242
2,MEDIUM,90.27464684245324
1,LOW,37.708687362384566
1,LOW,6.962868607981367
1,LOW,35.56137729095832
2,MEDIUM,90.36651372328228
1,LOW,36.37413597138155
1,LOW,82.50862136370083
1,LOW,82.9912015774424
1,LOW,80.05054765581025
0,HIGH,99.81034570596232
0,HIGH,98.58698073578915
1,LOW,34.26321940821027
1,LOW,84.27734375
0,HIGH,99.9180741730872
0,HIGH,99.61785888224368
1,LOW,75.64571157772419
1,LOW,60.01174649917912
1,LOW,40.64567556952104
0,HIGH,99.77303724612705
1,LOW,19.74138285163713
2,MEDIUM,89.02633430427542
2,MEDIUM,92.5022670820867
0,HIGH,95.73205974689736
1,LOW,61.708576904041934
0,HIGH,97.46584133222058
1,LOW,30.57055685808453
0,HIGH,95.90176697891452
1,LOW,35.17432531259739
1,LOW,48.3497824077614
0,HIGH,96.46839331883686
2,MEDIUM,92.36731088789168
1,LOW,45.56080676610485
2,MEDIUM,92.00130595295292
1,LOW,48.88635486817769
2,MEDIUM,94.63472086393844
2,MEDIUM,89.34147427619867
0,HIGH,99.29056246221992
2,MEDIUM,85.84906325575959
1,LOW,82.8849407039475
0,HIGH,98.72519751439918
2,MEDIUM,92.10087792050284
0,HIGH,95.16334406427048
1,LOW,37.992342211893366
0,HIGH,95.60528172782256
1,LOW,10.727600036420585
1,LOW,61.53318387050628
1,LOW,82.57701029613128
1,LOW,42.66697859092788
1,LOW,83.55027315605203
0,HIGH,97.579875045357
1,LOW,78.24608835725584
2,MEDIUM,88.34217310307059
1,LOW,15.20277404818394
1,LOW,77.91825489619613
0,HIGH,96.05271329500344
2,MEDIUM,93.99873932611132
1,LOW,8.573152652210691
1,LOW,16.39889895372984
1,LOW,6.84898656530292
2,MEDIUM,90.34709152429008
1,LOW,66.93860584282176
2,MEDIUM,93.09391740060543
2,MEDIUM,86.13101669917316
1,LOW,13.14778363868646
1,LOW,76.08677478736973
2,MEDIUM,93.60842682818983
2,MEDIUM,91.5816410853774
2,MEDIUM,87.36990044633794
0,HIGH,99.27520136023062
1,LOW,80.88644323820505
0,HIGH,97.8086427942771
0,HIGH,95.01726663790652
1,LOW,59.143041271831486
2,MEDIUM,91.87535507911754
1,LOW,83.12124223201069
2,MEDIUM,89.11753766284096
1,LOW,55.16003035472236
2,MEDIUM,94.59271394881485
1,LOW,29.463163167541424
1,LOW,79.44695915534791
1,LOW,34.95462787868841
0,HIGH,97.71533111957618
0,HIGH,95.7765112857319
1,LOW,33.81495402800863
1,LOW,52.65925051665328
0,HIGH,99.03004680999744
1,LOW,8.184955018238625
0,HIGH,98.66097453650914
1,LOW,63.46909349305941
0,HIGH,97.13182533141254
1,LOW,76.15306384056994
1,LOW,81.28873196747293
1,LOW,20.101318937304622
1,LOW,18.46654619347749
2,MEDIUM,94.09191332102458
2,MEDIUM,92.05392791815564
2,MEDIUM,93.08636176712696
1,LOW,20.122065342613084
2,MEDIUM,93.67797290194387
1,LOW,11.944369969774412
0,HIGH,98.3344471530872
2,MEDIUM,92.49579243759072
2,MEDIUM,94.46091124738932
1,LOW,40.06149865360676
1,LOW,57.5816094056821
0,HIGH,98.0010947403604
2,MEDIUM,89.31850185362762
1,LOW,22.087161346486404
2,MEDIUM,85.50913204297873
1,LOW,12.184666138102497
1,LOW,7.456686377138301
2,MEDIUM,92.8460977628163
1,LOW,55.08943172638524
1,LOW,72.82158301791762
1,LOW,47.16348403497225
0,HIGH,99.68921380038506
1,LOW,47.54668883667219
1,LOW,35.78664793028851
2,MEDIUM,92.75690707045568
1,LOW,54.27772879647629
1,LOW,84.59548361435121
2,MEDIUM,92.90957324926713
1,LOW,32.439618414547574
0,HIGH,98.5512925452036
0,HIGH,97.59087914381354
1,LOW,44.89121110314891
1,LOW,69.64187768347128
2,MEDIUM,85.59996102504851
1,LOW,66.90846295364408
1,LOW,68.569439874655
1,LOW,41.97775219029351
2,MEDIUM,88.78009683652606
0,HIGH,99.39226962503696
1,LOW,81.58044966391581
1,LOW,61.53627182427497
0,HIGH,99.33563590830438
1,LOW,52.04143754816564
0,HIGH,97.25524179565724
2,MEDIUM,91.13042089585232
1,LOW,24.56503044326271
2,MEDIUM,87.87800960019868
1,LOW,84.55728806564808
2,MEDIUM,93.54496475391772
1,LOW,65.56540746069015
1,LOW,30.15342323812444
2,MEDIUM,92.9864333072288
1,LOW,58.05730080078618
1,LOW,71.54314064140435
2,MEDIUM,88.30907569569135
2,MEDIUM,86.03361854439078
1,LOW,71.31755052291264
0,HIGH,99.4846981835385
1,LOW,74.29793217091778
1,LOW,83.19209490311236
1,LOW,59.66364309934006
1,LOW,79.67023792908743
2,MEDIUM,90.41956681810792
0,HIGH,99.72072645131158
1,LOW,70.1052729660327
0,HIGH,95.28207489040864
1,LOW,84.6360690516179
0,HIGH,96.64226435731712
0,HIGH,99.74815233900468
1,LOW,75.39229921106558
2,MEDIUM,86.02492038038241
0,HIGH,97.52451943731911
1,LOW,59.114047939047744
1,LOW,10.356429168067397
1,LOW,71.35683919346062
1,LOW,83.6017740412981
1,LOW,23.457360583147462
1,LOW,58.59425772679393
1,LOW,55.60052162309249
0,HIGH,96.32589763181596
2,MEDIUM,91.47666906520696
2,MEDIUM,90.101601617291
1,LOW,59.76630051620884
1,LOW,57.21324256739242
0,HIGH,95.67841653112372
1,LOW,59.19344718876639
0,HIGH,99.00790597192665
1,LOW,61.38457206851476
0,HIGH,97.44439771287468
0,HIGH,98.9426137904478
1,LOW,82.70744336228552
1,LOW,63.11907051704989
1,LOW,66.3895935200677
0,HIGH,98.05220104226
0,HIGH,98.5429191169363
0,HIGH,97.23382801792162
1,LOW,32.00526046030689
1,LOW,77.97140847600332
1,LOW,7.952134929073779
2,MEDIUM,91.5021516863098
1,LOW,79.08633693291969
1,LOW,11.017862784449155
2,MEDIUM,88.70380371120137
0,HIGH,99.19541811245332
2,MEDIUM,91.9536315974666
1,LOW,54.81518486807181
1,LOW,80.46260160586776
0,HIGH,95.95182929343274
0,HIGH,98.28909643366612
2,MEDIUM,87.47134876618702
1,LOW,40.51541587596425
2,MEDIUM,90.34674834930404
2,MEDIUM,93.8364905443924
1,LOW,16.79382752491808
0,HIGH,97.64319112101327
0,HIGH,99.55157622171068
1,LOW,17.28715619711141
1,LOW,11.244737242690324
1,LOW,55.12939229393217
0,HIGH,99.9604057694351
1,LOW,40.517074419372975
0,HIGH,99.67738445104322
1,LOW,77.0846321809776
1,LOW,66.46043295573403
0,HIGH,99.6419788830322
1,LOW,49.65663183868421
2,MEDIUM,88.36903604403626
0,HIGH,99.64059588004356
1,LOW,83.9516573495901
0,HIGH,99.95147380470895
1,LOW,74.26419144613826
0,HIGH,99.94146174682132
1,LOW,72.68534387809308
0,HIGH,97.15059315403118
0,HIGH,98.68622425618425
1,LOW,40.27130963640072
2,MEDIUM,91.55174501292404
2,MEDIUM,90.19407775264074
0,HIGH,99.6623322690443
1,LOW,58.40927285112072
1,LOW,72.30926312282115
2,MEDIUM,92.11194635158644
1,LOW,55.06034345416892
1,LOW,81.84964840711763
2,MEDIUM,85.75714071440204
1,LOW,72.47626608805535
1,LOW,49.21860707367008
1,LOW,75.02574755106444
1,LOW,67.85850654109343
1,LOW,38.58538827103997
1,LOW,13.04546600840866
1,LOW,69.29030327551814
0,HIGH,96.161403913854
1,LOW,74.90390675993159
1,LOW,64.03126855324373
2,MEDIUM,94.7213886765329
1,LOW,76.61840949087777
0,HIGH,98.63142198065565
1,LOW,33.552447085064955
2,MEDIUM,93.37421560803048
0,HIGH,98.36157315060132
1,LOW,82.75253128963944
1,LOW,56.01834660635093
2,MEDIUM,87.17746030465872
1,LOW,80.47373209045466
2,MEDIUM,85.03251380697525
2,MEDIUM,88.56357374071953
0,HIGH,99.62444463655704
1,LOW,80.65235527772995
1,LOW,77.75123558226838
1,LOW,70.18616303856979
2,MEDIUM,88.08574813723763
1,LOW,67.5194424057501
0,HIGH,99.80790814707538
1,LOW,42.98928948066513
2,MEDIUM,90.94847528408992
2,MEDIUM,91.67925605135947
2,MEDIUM,94.61042256269336
0,HIGH,99.6476494051404
1,LOW,71.2352463324125
0,HIGH,97.75486449026393
1,LOW,69.86115711118993
1,LOW,70.575540807808
0,HIGH,96.23628350288864
1,LOW,75.2389154762945
1,LOW,63.41157121176613
1,LOW,77.81820036711768
1,LOW,66.21521554693742
0,HIGH,99.52413938950504
0,HIGH,99.79951985907518
1,LOW,62.65671174352626
1,LOW,80.9364265524535
2,MEDIUM,88.44214805985177
2,MEDIUM,87.61309232770707
2,MEDIUM,87.96923634666686
1,LOW,76.96313432789927
1,LOW,6.079595324054695
1,LOW,82.38084381634843
1,LOW,56.55188246483495
1,LOW,62.96170288332648
1,LOW,80.96679561491878
1,LOW,79.97950546992574
0,HIGH,99.82954502420527
2,MEDIUM,86.51095653644823
1,LOW,82.9024470061714
1,LOW,82.62471024591223
0,HIGH,96.84048726407924
1,LOW,73.69087801267248
2,MEDIUM,93.5607594499673
1,LOW,12.182441139795168
1,LOW,6.3398865450672375
1,LOW,17.041133356023046
1,LOW,71.87252331673314
1,LOW,17.9550447949985
1,LOW,53.38756376984362
0,HIGH,99.05387767091996
1,LOW,21.905566932424712
2,MEDIUM,88.53186063030756
1,LOW,39.24369081956315
2,MEDIUM,94.31571346784024
0,HIGH,96.62374679739716
1,LOW,51.64556048722668
1,LOW,57.12727733852516
2,MEDIUM,92.60757214033002
0,HIGH,98.65010075456836
2,MEDIUM,85.06823808924288
1,LOW,77.30754572736738
0,HIGH,96.0645334133369
2,MEDIUM,86.28245902435694
2,MEDIUM,90.4889188315698
0,HIGH,99.70193382524016
0,HIGH,97.41006190543276
1,LOW,79.5889042134718
1,LOW,20.161476878493207
0,HIGH,98.98015440225792
2,MEDIUM,94.85858626717705
1,LOW,71.97502953482999
